,item_id,Wrong_S,Right_S,category,Wrong_W,Right_W,loc,difficulty,reason
418,419,"""말맞다나 월급날이라 사람이 정말 많네."""," ""말마따나 월급날이라 사람이 정말 많네.""",0," ""말맞다나"""," ""말마따나"""," ""[말마따나] 월급날이라 사람이 정말 많네.""",3, ‘말마따나’는 ‘말하다시피’라는 뜻이다.
419,420,"""그가 말맞다나 이번 공연은 정말 멋있었어."""," ""그가 말마따나 이번 공연은 정말 멋있었어.""",0," ""말맞다나"""," ""말마따나"""," ""그가 [말마따나] 이번 공연은 정말 멋있었어.""",3, ‘말마따나’는 ‘말하다시피’라는 뜻이다.
420,421,"""다들 말맞다나 집에 갈 시간이 되었네."""," ""다들 말마따나 집에 갈 시간이 되었네.""",0," ""말맞다나"""," ""말마따나"""," ""다들 [말마따나] 집에 갈 시간이 되었네.""",3, ‘말마따나’는 ‘말하다시피’라는 뜻이다.
421,422,"""그의 유머는 항상 말장난같아서 조금 어렵다."""," ""그의 유머는 항상 말장난 같아서 조금 어렵다.""",2," ""말장난같아서"""," ""말장난 같아서"""," ""그의 유머는 항상 [말장난 같아서] 조금 어렵다.""",3," '말장난'은 명사이고, '같은'은 형용사이다. 따라서 두 단어는 띄어 써야 한다."
422,423,"""그 작가의 작품은 대화들이 말장난같은 재미를 준다."""," ""그 작가의 작품은 대화들이 말장난 같은 재미를 준다.""",2," ""말장난같은"""," ""말장난 같은"""," ""그 작가의 작품은 대화들이 [말장난 같은] 재미를 준다.""",3," '말장난'은 명사이고, '같은'은 형용사이다. 따라서 두 단어는 띄어 써야 한다."
423,424,"""비 오는 날이 지나고 맑게 개인 하늘이 참 아름답다."""," ""비 오는 날이 지나고 맑게 갠 하늘이 참 아름답다.""",0," ""맑게 개인"""," ""맑게 갠"""," ""비 오는 날이 지나고 [맑게 갠] 하늘이 참 아름답다.""",3, '개다'는 동사로 날씨가 흐리거나 궂은 상태에서 벗어나 좋은 상태가 되다라는 뜻이다. 따라서 '맑게 개다'라고 해야 한다.
424,425,"""아침에 일어나니 창밖에 맑게 개인 하늘이 반겼다."""," ""아침에 일어나니 창밖에 맑게 갠 하늘이 반겼다.""",0," ""맑게 개인"""," ""맑게 갠"""," ""아침에 일어나니 창밖에 [맑게 갠] 하늘이 반겼다.""",3, '개다'는 동사로 날씨가 흐리거나 궂은 상태에서 벗어나 좋은 상태가 되다라는 뜻이다. 따라서 '맑게 개다'라고 해야 한다.
425,426,"""오후에는 맑게 개인 날씨 덕분에 산책하기 좋아졌다."""," ""오후에는 맑게 갠 날씨 덕분에 산책하기 좋아졌다.""",0," ""맑게 개인"""," ""맑게 갠"""," ""오후에는 [맑게 갠] 날씨 덕분에 산책하기 좋아졌다.""",3, '개다'는 동사로 날씨가 흐리거나 궂은 상태에서 벗어나 좋은 상태가 되다라는 뜻이다. 따라서 '맑게 개다'라고 해야 한다.
426,427,"""맛좋은 음식이 많네."""," ""맛 좋은 음식이 많네.""",2," ""맛좋은"""," ""맛 좋은"""," ""[맛 좋은] 음식이 많네.""",3, '맛 좋다'는 형용사로 관형사형 어미가 붙을 수 없습니다. 따라서 '맛 좋은'이 맞습니다.
427,428,"""드디어 맛좋은 커피를 찾았다."""," ""드디어 맛 좋은 커피를 찾았다.""",2," ""맛좋은"""," ""맛 좋은"""," ""드디어 [맛 좋은] 커피를 찾았다.""",3, '맛 좋다'는 형용사로 관형사형 어미가 붙을 수 없습니다. 따라서 '맛 좋은'이 맞습니다.
428,429,"""이곳의 맛좋은 음식은 유명해."""," ""이곳의 맛 좋은 음식은 유명해.""",2," ""맛좋은"""," ""맛 좋은"""," ""이곳의 [맛 좋은] 음식은 유명해.""",3, '맛 좋다'는 형용사로 관형사형 어미가 붙을 수 없습니다. 따라서 '맛 좋은'이 맞습니다.
429,430,"""이 영화는 맛배기에 불과해."""," ""이 영화는 맛보기에 불과해.""",0," ""맛배기"""," ""맛보기"""," ""이 영화는 [맛보기]에 불과해.""",3, '맛보기'는 음식 따위를 조금 먹어 봄이라는 뜻이다.
430,431,"""이번 프로젝트는 단순히 맛배기에 지나지 않는다."""," ""이번 프로젝트는 단순히 맛보기에 지나지 않는다.""",0," ""맛배기"""," ""맛보기"""," ""이번 프로젝트는 단순히 [맛보기]에 지나지 않는다.""",3, '맛보기'는 음식 따위를 조금 먹어 봄이라는 뜻이다.
431,432,"""책의 시작 부분은 맛배기로 적당했다."""," ""책의 시작 부분은 맛보기로 적당했다.""",0," ""맛배기"""," ""맛보기"""," ""책의 시작 부분은 [맛보기]에 적당했다.""",3, '맛보기'는 음식 따위를 조금 먹어 봄이라는 뜻이다.
432,433,"""그는 시험 문제를 잘 맞췄다."""," ""그는 시험 문제를 잘 맞혔다.""",1," ""맞췄다"""," ""맞혔다"""," ""그는 시험 문제를 잘 [맞혔다].""",4, '문제에 대한 답을 틀리지 않게 하다'라는 뜻을 가진 동사는 '맞히다'이다. 따라서 '정답을 맞혀 보세요'와 같이 써야 한다.
433,434,"""그녀는 모든 퀴즈 문제를 다 맞췄다."""," ""그녀는 모든 퀴즈 문제를 다 맞혔다.""",1," ""맞췄다"""," ""맞혔다"""," ""그녀는 모든 퀴즈 문제를 다 [맞혔다].""",4, '문제에 대한 답을 틀리지 않게 하다'라는 뜻을 가진 동사는 '맞히다'이다. 따라서 '정답을 맞혀 보세요'와 같이 써야 한다.
434,435,"""마침내 추리게임의 범인을 맞췄다!"""," ""마침내 추리게임의 범인을 맞혔다!""",1," ""맞췄다"""," ""맞혔다"""," ""마침내 추리게임의 범인을 [맞혔다]!""",4, '문제에 대한 답을 틀리지 않게 하다'라는 뜻을 가진 동사는 '맞히다'이다. 따라서 '정답을 맞혀 보세요'와 같이 써야 한다.
435,436,"""과녁의 정중앙을 정확히 맞췄다."""," ""과녁의 정중앙을 정확히 맞혔다.""",1," ""맞췄다"""," ""맞혔다"""," ""과녁의 정중앙을 정확히 [맞혔다].""",4," '맞히다는 ""정확하게 목표에 도달하다, 또는 정답을 골라내다""라는 의미로 정중앙이라는 목표 지점을 정확히 맞췄다는 의미에서 사용됨에 따라 맞히다가 맞다'"
436,437,"""이번 문제의 답을 드디어 맞추었어!"""," ""이번 문제의 답을 드디어 맞혔어!""",1," ""맞췄어"""," ""맞혔어"""," ""이번 문제의 답을 드디어 [맞혔어]!""",4, '문제에 대한 답을 틀리지 않게 하다'라는 뜻을 가진 동사는 '맞히다'이다. 따라서 '정답을 맞혀 보세요'와 같이 써야 한다.
437,438,"""시험에서 전부 맞추니까 기분이 좋더라."""," ""시험에서 전부 맞히니까 기분이 좋더라.""",1," ""맞추니까"""," ""맞히니까"""," ""시험에서 전부 [맞히니까] 기분이 좋더라.""",4, '문제에 대한 답을 틀리지 않게 하다'라는 뜻을 가진 동사는 '맞히다'이다. 따라서 '정답을 맞혀 보세요'와 같이 써야 한다.
438,439,"""중요한 일이라면 이 사람에게 맞겨."""," ""중요한 일이라면 이 사람에게 맡겨.""",0," ""맞겨"""," ""맡겨"""," ""중요한 일이라면 이 사람에게 [맡겨].""",1, ‘맡기다’는 ‘어떤 일이나 책임을 넘겨주거나 맡게 하다’라는 뜻이다.
439,440,"""짐을 맞겨도 되는 곳은 어디야?"""," ""짐을 맡겨도 되는 곳은 어디야?""",0," ""맞겨도"""," ""맡겨도"""," ""짐을 [맡겨도] 되는 곳은 어디야?""",1, ‘맡기다’는 ‘어떤 일이나 책임을 넘겨주거나 맡게 하다’라는 뜻이다.
440,441,"""여기서 뭔가를 맞기는 것이 편해."""," ""여기서 뭔가를 맡기는 것이 편해.""",0," ""맞기는"""," ""맡기는"""," ""여기서 뭔가를 [맡기는] 것이 편해.""",1, ‘맡기다’는 ‘어떤 일이나 책임을 넘겨주거나 맡게 하다’라는 뜻이다.
441,442,"""가방을 나무에 메다가 떨어뜨렸어."""," ""가방을 나무에 매다가 떨어뜨렸어.""",1," ""메다가"""," ""매다가"""," ""가방을 나무에 [매다가] 떨어뜨렸어.""",3," ‘매다’는 끈이나 줄 따위의 두 끝을 엇걸고 잡아당기어 풀어지지 아니하게 마디를 만들다라는 뜻이고, ‘메다’는 어깨에 걸치거나 올려놓다 또는 어떤 책임을 지거나 임무를 맡다라는 뜻이다."
442,443,"""매듭을 꼬리 부분에 메면 단단해져."""," ""매듭을 꼬리 부분에 매면 단단해져.""",1," ""메면"""," ""매면"""," ""매듭을 꼬리 부분에 [매면] 단단해져.""",3," ‘매다’는 끈이나 줄 따위의 두 끝을 엇걸고 잡아당기어 풀어지지 아니하게 마디를 만들다라는 뜻이고, ‘메다’는 어깨에 걸치거나 올려놓다 또는 어떤 책임을 지거나 임무를 맡다라는 뜻이다."
443,444,"""운동할 때는 안전하게 벨트를 메세요."""," ""운동할 때는 안전하게 벨트를 매세요.""",1," ""메세요"""," ""매세요"""," ""운동할 때는 안전하게 벨트를 [매세요].""",3," ‘매다’는 끈이나 줄 따위의 두 끝을 엇걸고 잡아당기어 풀어지지 아니하게 마디를 만들다라는 뜻이고, ‘메다’는 어깨에 걸치거나 올려놓다 또는 어떤 책임을 지거나 임무를 맡다라는 뜻이다."
444,445,"""저녁 때 집에 가려면 가방을 메야 한다."""," ""저녁 때 집에 가려면 가방을 매야 한다.""",1," ""메야"""," ""매야"""," ""저녁 때 집에 가려면 가방을 [매야] 한다.""",3," ‘매다’는 끈이나 줄 따위의 두 끝을 엇걸고 잡아당기어 풀어지지 아니하게 마디를 만들다라는 뜻이고, ‘메다’는 어깨에 걸치거나 올려놓다 또는 어떤 책임을 지거나 임무를 맡다라는 뜻이다."
445,446,"""벽에 액자를 메어 두면 좋아."""," ""벽에 액자를 매어 두면 좋아.""",1," ""메어"""," ""매어"""," ""벽에 액자를 [매어] 두면 좋아.""",3," ‘매다’는 끈이나 줄 따위의 두 끝을 엇걸고 잡아당기어 풀어지지 아니하게 마디를 만들다라는 뜻이고, ‘메다’는 어깨에 걸치거나 올려놓다 또는 어떤 책임을 지거나 임무를 맡다라는 뜻이다."
446,447,"""그의 허리에 자루를 메어 주었다."""," ""그의 허리에 자루를 매어 주었다.""",1," ""메어"""," ""매어"""," ""그의 허리에 자루를 [매어] 주었다.""",3," ‘매다’는 끈이나 줄 따위의 두 끝을 엇걸고 잡아당기어 풀어지지 아니하게 마디를 만들다라는 뜻이고, ‘메다’는 어깨에 걸치거나 올려놓다 또는 어떤 책임을 지거나 임무를 맡다라는 뜻이다."
447,448,"""나무가지를 맨숭맨숭하게 잘라냈다."""," ""나무가지를 맨송맨송하게 잘라냈다.""",0," ""맨숭맨숭하게"""," ""맨송맨송하게"""," ""나무가지를 [맨송맨송하게] 잘라냈다.""",1,군데군데 빈 곳이 많고 깔끔하게 치운 상태를 정확하게 묘사하는 표준어 표현이 맨숭맨숭에 해당하기 때문입니다.
448,449,"""바람에 풀잎이 맨숭맨숭하게 날렸다."""," ""바람에 풀잎이 맨송맨송하게 날렸다.""",0," ""맨숭맨숭하게"""," ""맨송맨송하게"""," ""바람에 풀잎이 [맨송맨송하게] 날렸다.""",1,군데군데 빈 곳이 많고 깔끔하게 치운 상태를 정확하게 묘사하는 표준어 표현이 맨숭맨숭에 해당하기 때문입니다.
449,450,"""그는 마당을 맨송맨송하게 치웠다."""," ""그는 마당을 맨숭맨숭하게 치웠다.""",0," ""맨송맨송하다"""," ""맨숭맨숭하다"""," ""그는 마당을 [맨숭맨숭하게] 치웠다.""",4,군데군데 빈 곳이 많고 깔끔하게 치운 상태를 정확하게 묘사하는 표준어 표현이 맨숭맨숭에 해당하기 때문입니다.
450,451,"""글의 시작 부분에 잘못된 머릿말이 포함되어 있다."""," ""글의 시작 부분에 올바른 머리말이 포함되어 있다.""",0," ""머릿말"""," ""머리말"""," ""글의 시작 부분에 올바른 [머리말]이 포함되어 있다.""",4, ‘머리말’은 책이나 신문 따위의 첫머리에 내용이나 목적 따위를 간략하게 적은 글이다.
451,452,"""이 책에는 긴 머릿말이 있어 읽기 힘들었다."""," ""이 책에는 긴 머리말이 있어 읽기 힘들었다.""",0," ""머릿말"""," ""머리말"""," ""이 책에는 긴 [머리말]이 있어 읽기 힘들었다.""",4, ‘머리말’은 책이나 신문 따위의 첫머리에 내용이나 목적 따위를 간략하게 적은 글이다.
452,453,"""당신의 글에는 이해를 돕는 머릿말이 부족하다."""," ""당신의 글에는 이해를 돕는 머리말이 부족하다.""",0," ""머릿말"""," ""머리말"""," ""당신의 글에는 이해를 돕는 [머리말]이 부족하다.""",4, ‘머리말’은 책이나 신문 따위의 첫머리에 내용이나 목적 따위를 간략하게 적은 글이다.
453,454,"""그걸 먹던지 말던지 네 마음대로 해."""," ""그걸 먹든지 말든지 네 마음대로 해.""",0," ""먹던지 말던지"""," ""먹든지 말든지"""," ""그걸 [먹든지 말든지] 네 마음대로 해.""",3, '-던'은 과거의 일을 회상할 때 사용하는 어미입니다. 따라서 '먹던 밥'과 같이 쓸 수 있습니다. 그러나 '-든'은 선택이나 무관함을 나타내는 어미입니다. 예를 들어 '하든지 말든지 마음대로 해라.'처럼 씁니다.
454,455,"""새로운 옷을 입으니 더욱 멋드러져 보였다."""," ""새로운 옷을 입으니 더욱 멋들어져 보였다.""",0," ""멋드러져"""," ""멋들어져"""," ""새로운 옷을 입으니 더욱 [멋들어져] 보였다.""",3, '멋들어지다'는 형용사로 어간 '멋들-'에 연결 어미 '-어'가 결합한 형태입니다.
455,456,"""그는 어설프게 멋드러진 스타일을 하고 있었다."""," ""그는 어설프게 멋들어진 스타일을 하고 있었다.""",0," ""멋드러진"""," ""멋들어진"""," ""그는 어설프게 [멋들어진] 스타일을 하고 있었다.""",3, '멋들어지다'는 형용사로 어간 '멋들-'에 연결 어미 '-어'가 결합한 형태입니다.
456,457,"""고풍스럽고 멋드러진 디자인의 건물이 눈에 띄었다."""," ""고풍스럽고 멋들어진 디자인의 건물이 눈에 띄었다.""",0," ""멋드러진"""," ""멋들어진"""," ""고풍스럽고 [멋들어진] 디자인의 건물이 눈에 띄었다.""",3, '멋들어지다'는 형용사로 어간 '멋들-'에 연결 어미 '-어'가 결합한 형태입니다.
457,458,"""그의 말이 너무 멋적게 들렸다."""," ""그의 말이 너무 멋쩍게 들렸다.""",0," ""멋적게"""," ""멋쩍게"""," ""그의 말이 너무 [멋쩍게] 들렸다.""",3, '멋쩍다'는 '하는 짓이나 모양이 격에 어울리지 않다'라는 뜻이다.
458,459,"""그는 내 질문에 멋적게 웃었다."""," ""그는 내 질문에 멋쩍게 웃었다.""",0," ""멋적게"""," ""멋쩍게"""," ""그는 내 질문에 [멋쩍게] 웃었다.""",3, '멋쩍다'는 '하는 짓이나 모양이 격에 어울리지 않다'라는 뜻이다.
459,460,"""그는 멋적게 고개를 돌렸다."""," ""그는 멋쩍게 고개를 돌렸다.""",0," ""멋적게"""," ""멋쩍게"""," ""그는 [멋쩍게] 고개를 돌렸다.""",3, '멋쩍다'는 '하는 짓이나 모양이 격에 어울리지 않다'라는 뜻이다.
460,461,"""그의 반응이 너무 멋적어서 모두가 웃었다."""," ""그의 반응이 너무 멋쩍어서 모두가 웃었다.""",0," ""멋적어서"""," ""멋쩍어서"""," ""그의 반응이 너무 [멋쩍어서] 모두가 웃었다.""",1, '멋쩍다'는 '하는 짓이나 모양이 격에 어울리지 않다'라는 뜻이다.
461,462,"""그의 유머에 다들 멋적어하며 어색해졌다."""," ""그의 유머에 다들 멋쩍어하며 어색해졌다.""",0," ""멋적어하며"""," ""멋쩍어하며"""," ""그의 유머에 다들 [멋쩍어하며] 어색해졌다.""",1, '멋쩍다'는 '하는 짓이나 모양이 격에 어울리지 않다'라는 뜻이다.
462,463,"""그녀는 멋적은 미소를 지으며 고개를 숙였다."""," ""그녀는 멋쩍은 미소를 지으며 고개를 숙였다.""",0," ""멋적은"""," ""멋쩍은"""," ""그녀는 [멋쩍은] 미소를 지으며 고개를 숙였다.""",1, '멋쩍다'는 '하는 짓이나 모양이 격에 어울리지 않다'라는 뜻이다.
463,464,"""그녀는 멋적은 표정을 지었다."""," ""그녀는 멋쩍은 표정을 지었다.""",0," ""멋적은"""," ""멋쩍은"""," ""그녀는 [멋쩍은] 표정을 지었다.""",1, '멋쩍다'는 '하는 짓이나 모양이 격에 어울리지 않다'라는 뜻이다.
